Religious affiliation,Offers Master's degree,Total price for in-state students living on campus 2013-14,Total price for out-of-state students living on campus 2013-14,State abbreviation,Sector of institution,Degree of urbanization (Urban-centric locale),Carnegie Classification 2010: Basic,Total enrollment,Undergraduate enrollment,Percent of total enrollment that are White,Percent of total enrollment that are Nonresident Alien,Percent of total enrollment that are women,"Graduation rate - Bachelor degree within 6 years, total",Percent of freshmen receiving any financial aid,Percent of freshmen receiving student loan aid,Offers Non-Degree,Offers Doctor's degree,Bachelor's degrees awarded Ratio,Master's degrees awarded Ratio,Non-degree awarded Ratio,Doctor's degree awarded Ratio,Average Tuition and Fees,Full-time Enrollment Ratio,Percent of total enrollment that are Minor
Evangelical Lutheran Church,TRUE,1.0489236275751062,0.9289906632698641,Wisconsin,"Private not-for-profit, 4-year or above",Suburb: Midsize,Baccalaureate Colleges--Arts & Sciences,-0.43419244409007235,-0.3640814084436962,0.7198092096268217,-0.7529504243905689,-0.3309919864228065,0.6411627470340187,0.3601527693289022,1.2084078276479262,FALSE,FALSE,1.1928182967692045,-0.9026413725541491,-0.506786263499543,-0.4566037509512404,1.08574683405877,0.5141455790867612,-0.5170547435014444
Lutheran Church - Missouri Synod,TRUE,0.3104849628552278,0.011440709044262008,Wisconsin,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (larger programs),0.09097097538132524,-0.16273130937444866,0.3605661833982193,-0.08412622507088223,0.8576214675963568,0.1689660946163732,0.593713911168209,0.8064586920890234,TRUE,TRUE,-1.1563972793131638,1.5908040368263225,-0.09070325675274639,-0.11641317433584292,0.35359856111831156,-1.0579430096345799,-0.37986113593723503
Roman Catholic,TRUE,0.2231939823014524,-0.09702305245420667,Wisconsin,"Private not-for-profit, 4-year or above",City: Midsize,Doctoral/Research Universities,-0.44415518100839957,-0.48866764359674186,0.764714587905397,-0.08412622507088223,1.0274233895990943,0.22143238932944492,0.6715676251146451,0.5333954206495507,TRUE,TRUE,0.029512702284003465,0.1789431528584582,-0.3014384622173992,0.15669917428408422,0.3213111438694585,-0.8760862133174363,-0.7914419586298631
United Church of Christ,TRUE,0.08149982020535922,-0.27308570756263645,Wisconsin,"Private not-for-profit, 4-year or above",Rural: Fringe,Master's Colleges and Universities (larger programs),-0.34749543558803336,-0.3544342442172435,0.9892414792982737,-0.4185383247307256,0.09351281858403755,-0.09336537894898532,0.4364176319703082,1.6802611606953342,FALSE,FALSE,-0.01660814111178785,0.6338700523191245,-0.506786263499543,-0.4566037509512404,0.12445651891662428,-2.6944630531885285,-0.9286355661940725
Not applicable,FALSE,1.3445296154187452,1.2962970809499776,Wisconsin,"Private not-for-profit, 4-year or above",City: Small,Baccalaureate Colleges--Arts & Sciences,-0.5862831619390039,-0.5499960447506195,0.5401876965125205,1.0863161237385695,-0.16119006442006886,1.5330897571562376,1.1999231669533763,0.0308362761351061,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,1.6676492769328526,1.1583721420219053,-0.74571075610846
Baptist,TRUE,-0.7443835063720864,-1.299290380613289,Wisconsin,"Private not-for-profit, 4-year or above",Town: Fringe,Baccalaureate Colleges--Diverse Fields,-0.6411842015527645,-0.6336507402571446,0.4054715616767946,-0.5857443745606473,-0.6705958304282816,-0.35569685251434385,-0.998748419554338,0.6211066532937445,TRUE,FALSE,0.48710529938434954,-0.515597270843739,0.06080428835896695,-0.4566037509512404,-0.6103073349696244,-0.46471616439511704,-0.2883987308944288
Roman Catholic,TRUE,0.06152125071241766,-0.29791016001827186,Wisconsin,"Private not-for-profit, 4-year or above",City: Small,Master's Colleges and Universities (larger programs),-0.5189816944588147,-0.5313907994567465,1.1239576141339995,-0.5857443745606473,1.1972253116018319,-0.19829796837512872,0.4356472798224156,0.7270221040339034,TRUE,TRUE,-0.21491049398957193,0.6788579994437922,-0.33639648076900225,-0.3004210184378968,0.29506957765923536,-0.8079791706962173,-1.0200979712368787
Roman Catholic,TRUE,1.0964879910986862,0.9880919558469347,Wisconsin,"Private not-for-profit, 4-year or above",City: Large,Doctoral/Research Universities,0.49785339058832734,0.38881085111503016,0.4952823182339452,0.08307982475903945,-0.500793908425544,1.323224578303951,0.7535189029529985,-0.7479899099579936,TRUE,TRUE,-0.43097289275696005,0.18938913472740534,-0.3945294654653044,2.0607415223279326,1.112931724544524,0.5039640760378786,-0.5170547435014444
Not applicable,TRUE,0.9083052346055559,0.754264709447507,Wisconsin,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (smaller programs),-0.46916800986717855,-0.42513417633396083,0.5850930747910958,0.7519040240787261,-2.9629217774652394,0.1689660946163732,0.8529411125502963,0.758447567440324,FALSE,FALSE,0.9499004911876932,-0.5940273288301733,-0.506786263499543,-0.4566037509512404,1.0525160925343862,0.6069531099031256,-0.8829043636726694
Roman Catholic,TRUE,0.23917683789580566,-0.07716349048969832,Wisconsin,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (smaller programs),-0.5939141944721906,-0.6364070728932739,0.13603929200534273,-0.5857443745606473,3.1499474146333144,-0.6180283260797024,0.4356472798224156,0.9388530055142214,TRUE,TRUE,-0.9228112634347795,1.183949951252564,0.16292758840926708,-0.4566037509512404,0.34386516972987907,-0.2952228288039308,-0.01401151576601008
Baptist,TRUE,-0.7207165855881402,-1.2698829523196902,Wisconsin,"Private not-for-profit, 4-year or above",Rural: Remote,Baccalaureate Colleges--Diverse Fields,-0.7162226881291014,-0.7280551330445741,0.22585004856249336,-0.4185383247307256,-1.0951006354351256,-0.14583167366205702,0.5126824946117152,0.021819740687437424,TRUE,TRUE,-0.0924891434884911,-0.1566324471571833,0.3952772921327317,-0.23348556164646392,-0.5753614583988207,0.031617232343614944,-0.15120512333021946
United Church of Christ,FALSE,0.5033549991140098,0.25109215390443484,Wisconsin,"Private not-for-profit, 4-year or above",Town: Remote,Baccalaureate Colleges--Arts & Sciences,-0.6923757114628927,-0.6879504931888923,0.8096199661839724,-0.5857443745606473,-0.500793908425544,0.27389868404251666,0.4356472798224156,0.6211066532937445,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,0.6883714829913792,1.142265536515007,-0.5627859460228476
Not applicable,FALSE,0.6431281449127048,0.424767842430592,Wisconsin,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Arts & Sciences,-0.655068441300646,-0.6394390387930162,1.0341468575768489,-0.08412622507088223,-0.41589294742417526,1.113359399451664,0.6715676251146451,-0.012731122229393354,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,0.8409970629346625,1.1859523925922548,-1.0200979712368787
Roman Catholic,TRUE,0.5872649909843644,0.3553548542181037,Wisconsin,"Private not-for-profit, 4-year or above",Suburb: Midsize,Baccalaureate Colleges--Arts & Sciences,-0.5153781513181431,-0.4663413492440943,1.3484845055268762,-0.2513322749008039,0.09351281858403755,1.113359399451664,0.5142549660063835,0.22092095539407208,TRUE,FALSE,0.9317664231381354,-0.9832421561439387,-0.04755390790493042,-0.4566037509512404,0.8944878371948805,1.0200256233831329,-1.2487539838438944
Roman Catholic,TRUE,0.1245305852670795,-0.21961765611972936,Wisconsin,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Diverse Fields,-0.6789154179668548,-0.6949791414110221,0.4054715616767946,-0.5857443745606473,0.8576214675963568,-0.8278935049319892,0.4356472798224156,0.7799798294039829,TRUE,FALSE,-0.7677629133116122,1.5881719041583193,-0.506786263499543,-0.4566037509512404,0.2226051219479982,-2.541707660976366,-0.2883987308944288
Roman Catholic,TRUE,0.010806420461104473,-0.36092607779026953,Wisconsin,"Private not-for-profit, 4-year or above",City: Small,Master's Colleges and Universities (larger programs),-0.4581454073192421,-0.4775044964204181,1.3933898838054515,-0.5857443745606473,1.2821262726032008,-0.30323055780127217,0.3601527693289022,0.25040257570318886,TRUE,FALSE,-1.031489213245158,0.6109223098376655,0.9550592872705315,-0.4566037509512404,0.22432025699441802,-0.43867942873968013,-1.2030227813224912
Not applicable,TRUE,-1.330985042945609,-1.3051145790740342,Wisconsin,"Public, 4-year or above",Town: Distant,Master's Colleges and Universities (larger programs),0.5238200985137547,0.7332146139993898,1.1239576141339995,-0.4185383247307256,-0.5856948694269128,0.11649979990330152,-1.0126147582164116,0.021819740687437424,TRUE,FALSE,0.33640974785498384,0.05522460414792073,-0.3617990095063904,-0.4566037509512404,-1.0530908863909798,0.47203764130078957,-1.0200979712368787
Not applicable,TRUE,-1.2213334326901182,-1.1688665265579121,Wisconsin,"Public, 4-year or above",City: Small,Master's Colleges and Universities (medium programs),0.4068109330048903,0.6698189633684153,1.3484845055268762,-0.4185383247307256,0.09351281858403755,0.746095336460162,-0.8600850329335986,-0.3526670315724104,TRUE,TRUE,1.0059399912182803,-0.7411287376618166,-0.4467785798851282,-0.3928488126250591,-0.975116559343119,0.6047117096222687,-1.2487539838438944
Not applicable,TRUE,-1.262596862758232,-1.2201385687451283,Wisconsin,"Public, 4-year or above",City: Midsize,Master's Colleges and Universities (smaller programs),-0.044161892393857795,0.12420291804661453,1.2137683706911502,-0.4185383247307256,0.6029185845922503,-0.35569685251434385,-0.3262309944437547,0.18231407165594357,TRUE,FALSE,1.186208581012963,-0.9387186157876696,-0.4572435432544038,-0.4566037509512404,-1.0436147652595105,-0.662451862313149,-1.1572915788010882
Not applicable,TRUE,-1.2606758464608339,-1.2177516021628556,Wisconsin,"Public, 4-year or above",City: Small,Master's Colleges and Universities (larger programs),0.3640983481316364,0.5730716878402758,1.3035791272483008,-0.2513322749008039,-0.07628910341870006,0.746095336460162,-0.8726648040909442,-0.2655257797063484,TRUE,TRUE,0.5807899076685519,-0.26322063951718466,-0.48065752602605644,-0.12485008464703483,-0.9537631280151924,0.7758343772621519,-1.2030227813224912
Wisconsin Evangelical Lutheran Synod,TRUE,0.1483511873548175,-0.19001927049954864,Wisconsin,"Private not-for-profit, 4-year or above",City: Large,Baccalaureate Colleges--Arts & Sciences,-0.6260281230493518,-0.6165614779131428,0.9892414792982737,-0.4185383247307256,-0.3309919864228065,0.5886964523209469,0.5126824946117152,1.412770609081157,FALSE,FALSE,1.26005644273485,-0.9880638308596926,-0.506786263499543,-0.4566037509512404,0.3199390358323227,0.47866606884678214,-0.8829043636726694
Not applicable,TRUE,-1.2938710080798752,-1.258998384704527,Wisconsin,"Public, 4-year or above",City: Small,Master's Colleges and Universities (larger programs),0.7223329309395726,0.9754962527151579,1.2586737489697255,-0.5857443745606473,0.2633147405867752,0.06403350519022981,-0.8477593985673113,0.03857167422287091,TRUE,TRUE,0.8086576657893669,-0.4295029505065788,-0.506786263499543,-0.4134479959146586,-1.0683127099279557,-0.5690030980285551,-1.111560376279685
Not applicable,TRUE,-1.218182965962385,-1.164951901362985,Wisconsin,"Public, 4-year or above",Suburb: Midsize,Baccalaureate Colleges--Arts & Sciences,-0.26567380898219706,-0.15074126240728608,0.4503769399553699,-0.4185383247307256,-0.500793908425544,-1.1426912732104195,-0.7838201702921926,-0.13867459028106874,TRUE,FALSE,1.0867205249813379,-0.7678498437768565,-0.506786263499543,-0.4566037509512404,-1.0742084866500239,-0.22366376573901886,-0.37986113593723503
Not applicable,TRUE,-1.2049663738362852,-1.1320117625276225,Wisconsin,"Public, 4-year or above",Town: Distant,Master's Colleges and Universities (larger programs),0.23617256663779643,0.36717363992141494,1.2137683706911502,-0.2513322749008039,-0.6705958304282816,0.06403350519022981,-0.4103582140585012,0.05877204369393167,TRUE,FALSE,0.6079579895165202,-0.15960771965737883,-0.506786263499543,-0.4566037509512404,-0.9369762437483584,-0.07515909128210374,-1.1572915788010882
Not applicable,TRUE,-1.247382413682838,-1.201233793413529,Wisconsin,"Public, 4-year or above",Suburb: Midsize,Master's Colleges and Universities (smaller programs),-0.4688500501782958,-0.4157626453711211,1.0790522358554242,0.08307982475903945,0.17841377958540636,-0.6180283260797024,-0.19055981774483155,0.02463543070442855,TRUE,FALSE,0.8303244611059787,-0.4943083565143987,-0.44864220374423985,-0.4566037509512404,-1.0228830703859109,0.02285118316701013,-1.065829173758282
Not applicable,TRUE,-0.804396055502807,0.17766906183372852,Wisconsin,"Public, 4-year or above",City: Midsize,Research Universities (very high research activity),3.772308253266194,3.47080418820304,0.5401876965125205,1.2535221735684912,-0.5856948694269128,1.5855560518693095,-1.678199013995957,-1.3581883324129753,FALSE,TRUE,-0.1998366814515324,0.07084306503704905,-0.506786263499543,1.8457097087365377,-0.8324387626690707,0.719264501036171,-0.9743667687154757
Not applicable,TRUE,-0.941863981744624,-0.6157586301136964,Wisconsin,"Public, 4-year or above",City: Large,Research Universities (high research activity),2.1548473159194734,2.3572458032067907,0.4952823182339452,0.08307982475903945,-0.500793908425544,-0.6180283260797024,-0.7412724048185653,0.2453855280365496,TRUE,TRUE,0.0582814105681418,0.3596057007820712,-0.506786263499543,0.06160240397054026,-0.9208110959358516,0.0666654763571719,-0.5627859460228476
Not applicable,TRUE,-1.2844196078966759,-1.2472545091197456,Wisconsin,"Public, 4-year or above",Town: Distant,Master's Colleges and Universities (larger programs),0.17247464229827877,0.31948908531637754,1.3484845055268762,-0.4185383247307256,-1.8592092844474448,0.06403350519022981,-0.5550255823679737,0.021819740687437424,TRUE,FALSE,0.7497287885361587,-0.3473388428313948,-0.4982991063900996,-0.4566037509512404,-1.059758473883937,0.25556743212632693,-1.2944851863652975
Not applicable,TRUE,-1.2848806518080513,-1.2478273810994909,Wisconsin,"Public, 4-year or above",Town: Distant,Master's Colleges and Universities (medium programs),-0.09800306637800915,0.032830491158927264,1.3035791272483008,-0.4185383247307256,0.2633147405867752,-0.09336537894898532,-0.7075553076507857,0.12881596133310844,TRUE,FALSE,0.9136460113240922,-0.547967956578595,-0.506786263499543,-0.4566037509512404,-1.0433574950025475,0.5603630468312878,-1.2487539838438944
Not applicable,TRUE,-1.3588013589319352,-1.339677855185342,Wisconsin,"Public, 4-year or above",Town: Distant,Master's Colleges and Universities (medium programs),0.27305589054819934,0.5194610180675604,1.3035791272483008,-0.4185383247307256,-0.41589294742417526,0.27389868404251666,-0.7075553076507857,0.021819740687437424,TRUE,TRUE,1.038959801694281,-0.7874013202340072,-0.42428943315320544,-0.43874943749027023,-1.0544629944281156,0.7610822928403418,-1.1572915788010882
Not applicable,TRUE,-1.2489960673726526,-0.998246155257064,Wyoming,"Public, 4-year or above",Town: Remote,Research Universities (high research activity),0.6034160072974115,0.6302655900399594,0.7198092096268217,0.2502858745889611,-0.41589294742417526,0.06403350519022981,0.20113241743831048,-1.3873432503693754,TRUE,TRUE,0.18934057728715672,-0.13218413020522626,-0.39576803616482104,0.7143464449103718,-1.3190011361502918,-0.06720218049696794,-0.8371731611512663
Not applicable,TRUE,2.0247230660015094,2.1414742084010734,California,"Private not-for-profit, 4-year or above",Suburb: Large,Research Universities (very high research activity),1.1935491898638577,0.23845290581417525,-0.9865951649590401,2.5911705722078646,-1.2649025574378634,2.2676178831392417,-0.9477896249712161,-2.9072017994877997,TRUE,TRUE,-1.6234280057680772,1.4851494458214225,-0.5030164456551096,2.9766190616704367,1.9163867370398864,0.42889575294565485,0.2603756993624087
Not applicable,TRUE,-0.8573392646591022,0.3555458115446855,Indiana,"Public, 4-year or above",Suburb: Midsize,Research Universities (very high research activity),3.4667489922498387,3.431939898033616,0.13603929200534273,2.925582671867708,-1.349803518439232,0.9034942205993771,-0.7896866981876856,-1.0083618196317774,TRUE,TRUE,0.03796815928340362,-0.24871607164815102,-0.18301693673188568,1.0553085431818132,-0.8536421196804356,0.5815870514731769,-0.8829043636726694
Not applicable,FALSE,-0.6201782766475066,-0.7441774322399644,Florida,"Private not-for-profit, 4-year or above",City: Midsize,Baccalaureate/Associate's Colleges,-0.6837907998630575,-0.6767873460125686,-2.0194188653662724,-0.7529504243905689,1.1972253116018319,-1.310583416292249,0.06119450777458946,1.4705485682298194,TRUE,FALSE,-2.7875294112343987,-1.1206598855429244,5.369155508605136,-0.4566037509512404,-0.470738220567212,-0.9376538216178532,2.318279812825549
Not applicable,TRUE,1.9465761230233496,2.0443724078342225,New Mexico,"Private not-for-profit, 4-year or above",Rural: Fringe,Baccalaureate Colleges--Arts & Sciences,-0.706471924336696,-0.7173054357636698,0.09113391372676741,1.420728223398413,-1.0951006354351256,0.11649979990330152,0.27424522290524905,0.4750163764107668,FALSE,FALSE,-0.6493079680085112,1.4376812491749167,-0.506786263499543,-0.4566037509512404,2.1199089494856778,1.0827644931138831,-0.4255923384586382
Not applicable,TRUE,0.19245772154308077,-0.13521451777056887,California,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (larger programs),-0.64637754313785,-0.7200617683997991,-0.4477306256161363,-0.4185383247307256,1.2821262726032008,-0.31372381674388666,-0.24996613180234767,0.6530974424968944,TRUE,FALSE,-2.246281479156487,3.319104399193812,-0.3425376970115855,-0.4566037509512404,0.3146521320517338,-0.5633252815275697,0.5804941170122305
Not applicable,TRUE,0.19245772154308077,-0.13521451777056887,California,"Private not-for-profit, 4-year or above",City: Small,Master's Colleges and Universities (smaller programs),-0.7111353331069769,-0.7408720798025755,-0.08848759938753382,-0.4185383247307256,1.1972253116018319,-0.31372381674388666,-0.2347131592740667,0.7172951748842972,TRUE,FALSE,-1.4206483443240343,2.0204730850342076,-0.4665668692993779,0.5879304473864074,0.43878503103636757,-0.3853998439388849,0.2603756993624087
